company,zone,circle,division,subdivision,temporaryAccountId,tempDateOfRegistration,parentAccountId,childAccountCount,dateOfRegistration,plotAreaSqft,noOfFloors,dateOfService,regionType,loadKW,tariff,flag,predicted_flag
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SHIVAMMOGA DIVISION,SHIVAMMOGA CITY SUBDIVISION-1, , ,8900386457,6,23-06-2026,NA,NA,,ULB,12,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,HUBLI,HUBLI,DHARWAD-URBAN DIVISION,CITY SUB-DIVISION-1 DHARWAD, , ,5000151976,1,23-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,KORAMANGALA,S17 HAL, , ,2008776772,2,23-06-2026,NA,NA,,GBA,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,CHIKKAMAGALURU DIVISION,CHIKKMAGALURU URBAN SUBDIVISION, , ,7396075832,4,23-06-2026,NA,NA,,ULB,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S13 ELECTRONIC CITY, , ,1695234195,6,23-06-2026,NA,NA,,GBA,12,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,CHIKKAMAGALURU DIVISION,CHIKKMAGALURU URBAN SUBDIVISION, , ,37954053,1,23-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SHIVAMMOGA DIVISION,SHIVAMMOGA CITY SUBDIVISION-1, , ,2752976827,1,23-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SHIVAMMOGA DIVISION,SHIVAMMOGA CITY SUBDIVISION-1, , ,9539384458,1,23-06-2026,1500,1,,ULB,3,LT-1,Eligible under G.O-2,Eligible under G.O-2
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S10 BANNERGHATTA , , ,2064852369,6,23-06-2026,NA,NA,,RLB,9,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S13 ELECTRONIC CITY, , ,8596290614,9,23-06-2026,NA,NA,,RLB,20,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S12 JP NAGAR, , ,9093882036,3,23-06-2026,NA,NA,,GBA,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E13 HENNUR SDO, , ,3338685986,4,23-06-2026,NA,NA,,GBA,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S12 JP NAGAR, , ,5821273955,3,23-06-2026,NA,NA,,GBA,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S12 JP NAGAR, , ,3588133246,3,23-06-2026,NA,NA,,GBA,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,RAICHUR,CSC RAICHUR,RAICHUR USD 1, , ,1969214692,8,23-06-2026,NA,NA,,ULB,36,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S12 JP NAGAR, , ,5428891643,2,23-06-2026,NA,NA,,GBA,11,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S12 JP NAGAR, , ,2210994759,1,23-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,CHIKKAMAGALURU DIVISION,CHIKKMAGALURU URBAN SUBDIVISION, , ,5418859121,1,23-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MYSORE O&M CIRCLE,VV MOHALLA DIVISION,KUVEMPUNAGAR SUB DIVISION, , ,2064614723,1,23-06-2026,NA,NA,,ULB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N8 NAGARABHAVI, , ,7899193628,3,25-06-2026,NA,NA,,GBA,14,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E5 COOKE TOWN, , ,7995276066,1,25-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC BELLARY,BELLARY CSD-2, , ,8923857733,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BIJAPUR,BIJAPUR,CITY SUB-DIVISION-1 BIJAPUR, , ,8313266298,1,24-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S13 ELECTRONIC CITY, , ,2202353742,7,24-06-2026,NA,NA,,GBA,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N5 SRS GATE, , ,9042353358,7,24-06-2026,NA,NA,,GBA,16,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,N9 SOLADEVANAHALLI, , ,3914260694,5,25-06-2026,NA,NA,,RLB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BRAZ,BANGALORE RURAL,NELAMANGALA,DODDABALLAPURA, , ,1893557650,1,25-06-2026,NA,NA,,RLB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N6 SUNKADHKATTE, , ,8948591662,2,25-06-2026,NA,NA,,GBA,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K3 KAGGALIPURA , , ,7135516787,5,25-06-2026,NA,NA,,RLB,15,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,WHITEFIELD,E4 MAHADEVPURA, , ,9340176487,6,25-06-2026,NA,NA,,GBA,15,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E5 COOKE TOWN, , ,1119146967,2,23-06-2026,1200,0,,GBA,3,LT-1,Eligible under G.O-1,Eligible under G.O-1
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S19 VIJAYA BANK LAYOUT, , ,4042036243,8,23-06-2026,NA,NA,,GBA,20,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BRAZ,RAMANAGAR,RAMANAGAR,RAMANAGARA URBAN, , ,4314921425,4,23-06-2026,1200,3,,RLB,8,LT-1,Eligible under G.O-1,Eligible under G.O-1
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C8 SAHAKARANAGARA, , ,959915857,7,23-06-2026,NA,NA,,GBA,22,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N10 MUDALAPALYA, , ,107005713,2,23-06-2026,NA,NA,,GBA,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N8 NAGARABHAVI, , ,8306372124,5,23-06-2026,NA,NA,,GBA,12,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N7 KURUBARAHALLI, , ,7978103115,5,23-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N2 KHB COLONY, , ,4676450232,5,23-06-2026,NA,NA,,GBA,22,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,INDIRANAGAR,E6 INDRANAGAR, , ,4908354139,3,23-06-2026,2314,1,,GBA,10,LT-1,Eligible under G.O-2,Eligible under G.O-2
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,JAYANAGAR,S1 JAYANAGARA, , ,9689476374,6,23-06-2026,NA,NA,,GBA,11,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MYSORE O&M CIRCLE,NR MOHALLA DIVISION,CHAMUNDIPURAM SUB DIVISION, , ,3015597090,1,23-06-2026,NA,NA,,ULB,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,JAYANAGAR,S18 CHIKKA KALLASANDRA, , ,5004920953,6,23-06-2026,NA,NA,,GBA,17,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N3 BASAVESHWARANAGAR, , ,3591859034,5,23-06-2026,310,0,,GBA,8,LT-1,Eligible under G.O-1,Eligible under G.O-1
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,JAYANAGAR,S18 CHIKKA KALLASANDRA, , ,6531284026,1,23-06-2026,1200,3,,GBA,5,LT-1,Eligible under G.O-1,Eligible under G.O-1
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,JAYANAGAR,S1 JAYANAGARA, , ,5004556481,6,23-06-2026,NA,NA,,GBA,11,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,7438099088,4,23-06-2026,NA,NA,,RLB,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N4 PEENYA, , ,3228544399,4,23-06-2026,NA,NA,,GBA,8,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N8 NAGARABHAVI, , ,1243749950,1,23-06-2026,NA,NA,,GBA,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,C3 JALAHALLI, , ,926213071,5,23-06-2026,1500,4,,GBA,13,LT-1,Eligible under G.O-2,Eligible under G.O-2
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K3 KAGGALIPURA , , ,7812907460,2,23-06-2026,NA,NA,,RLB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,2655765405,6,23-06-2026,NA,NA,,RLB,11,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,JAYANAGAR,S5 ISRO LAYOUT, , ,9105527701,9,23-06-2026,NA,NA,,GBA,24,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,GULBARGA,GULBARGA,CSC GULBARGA,GULBARGA CSD-4, , ,8779494235,1,25-06-2026,NA,NA,,ULB,15,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MYSORE O&M CIRCLE,VV MOHALLA DIVISION,RK NAGAR SUB DIVISION, , ,1932114028,3,25-06-2026,NA,NA,,ULB,9,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,HUBLI,HUBLI,DHARWAD-URBAN DIVISION,CITY SUB-DIVISION-1 DHARWAD, , ,6749099758,1,25-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,CHIKKAMAGALURU DIVISION,CHIKKMAGALURU URBAN SUBDIVISION, , ,9499526944,1,25-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,GULBARGA,BIDAR,BIDAR,BIDAR, , ,7598473425,1,25-06-2026,1200,2,,ULB,3,LT-1,Eligible under G.O-1,Eligible under G.O-1
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SHIVAMMOGA DIVISION,SHIVAMMOGA CITY SUBDIVISION-1, , ,5054614342,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC BELLARY,BELLARY CSD-1, , ,3702351883,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC BELLARY,BELLARY CSD-2, , ,4967152839,1,25-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BELGAUM,BELGAUM-URBAN DIVISION,CITY SUB-DIVISION-3 BELGAUM, , ,4063780104,5,25-06-2026,NA,NA,,ULB,12,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,KADUR DIVISION,KADUR SUBDIVISION, , ,433807595,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,CHIKKAMAGALURU DIVISION,CHIKKMAGALURU URBAN SUBDIVISION, , ,5894676531,12,25-06-2026,NA,NA,,ULB,12,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC BELLARY,BELLARY CSD-1, , ,6886115534,1,25-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BRAZ,KOLAR,CHIKKABALLAPURA,CHIKKABALLAPURA URBAN, , ,1200506584,3,25-06-2026,1200,3,,ULB,5,LT-1,Eligible under G.O-1,Eligible under G.O-1
CESC,MYSORE,MYSORE O&M CIRCLE,VV MOHALLA DIVISION,VV MOHALLA SUB DIVISION, , ,4853519613,4,25-06-2026,NA,NA,,ULB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,KADUR DIVISION,KADUR SUBDIVISION, , ,8984442929,1,25-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MYSORE O&M CIRCLE,VV MOHALLA DIVISION,HOOTGALLI SUB DIVISION, , ,3098362208,3,25-06-2026,NA,NA,,ULB,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SAGAR DIVISION,SAGAR SUBDIVISION, , ,77034497,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E5 COOKE TOWN, , ,4417033905,8,25-06-2026,NA,NA,,GBA,15,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MYSORE O&M CIRCLE,NANJANGUD DIVISION,NANJANGUD-1 SUB DIVISION, , ,8569313776,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,INDIRANAGAR,E10 BENNIGNAHALLY, , ,8205330800,2,25-06-2026,NA,NA,,GBA,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E13 HENNUR SDO, , ,1771821278,1,25-06-2026,NA,NA,,GBA,17,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MYSORE O&M CIRCLE,NR MOHALLA DIVISION,NR MOHALLA SUB DIVISION, , ,1139255588,6,25-06-2026,NA,NA,,ULB,12,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,CHIKODI,ATHANI,ATHANI SUB-DIVISION, , ,5687728935,1,25-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,WHITEFIELD,E7 DOORAVANI NAGAR, , ,95452590,7,25-06-2026,NA,NA,,GBA,21,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C1 RAJAJINAGARA IIND  BLOCK , , ,3931195504,4,25-06-2026,NA,NA,,GBA,12,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,C9 VIDYARANYAPURA, , ,6730953294,4,25-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BAGALKOT,BAGALKOT,CITY SUB-DIVISION BAGALKOT, , ,13887797,1,24-06-2026,2325,2,,ULB,2,LT-1,Eligible under G.O-2,Eligible under G.O-2
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C5 KAVALBAIRASANDRA, , ,7831471301,4,24-06-2026,NA,NA,,GBA,8,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BAGALKOT,JAMKHANDI,JAMKHANDI SUB-DIVISION, , ,5680543658,1,24-06-2026,98,0,,ULB,2,LT-1,Eligible under G.O-1,Eligible under G.O-1
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SHIKARIPURA DIVISION,SHIKARIPURA SUBDIVISION, , ,7139996376,1,24-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,KORAMANGALA,S7 MURGESHPALYA, , ,9894504527,1,25-06-2026,NA,NA,,GBA,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC HOSPET,CSC HOSPET SUB DIVISION 1, , ,2887940096,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC HOSPET,CSC HOSPET SUB DIVISION 1, , ,8934799169,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S10 BANNERGHATTA , , ,7954043144,1,24-06-2026,2400,1,,GBA,2,LT-1,Eligible under G.O-2,Eligible under G.O-2
GESCOM,BELLARY,RAICHUR,SINDHANUR,SINDHANUR, , ,8571683567,1,25-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SAGAR DIVISION,SAGAR SUBDIVISION, , ,911621032,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,JAYANAGAR,S18 CHIKKA KALLASANDRA, , ,9756461848,5,25-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC HOSPET,CSC HOSPET SUB DIVISION 1, , ,7310844074,1,25-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,WHITEFIELD,E7 DOORAVANI NAGAR, , ,5631883404,9,25-06-2026,NA,NA,,GBA,22,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC HOSPET,CSC HOSPET SUB DIVISION 1, , ,4336141192,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,CTAZ,TUMKUR,TUMKUR,TUMKUR URBAN SUB DIVISION2, , ,3232246811,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MYSORE O&M CIRCLE,VV MOHALLA DIVISION,VV MOHALLA SUB DIVISION, , ,9727374828,2,25-06-2026,NA,NA,,ULB,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E5 COOKE TOWN, , ,7895189799,8,25-06-2026,NA,NA,,GBA,15,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC BELLARY,BELLARY CSD-2, , ,8206715896,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,N9 SOLADEVANAHALLI, , ,5773311763,3,25-06-2026,NA,NA,,RLB,8,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,C3 JALAHALLI, , ,1855883799,3,25-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,KORAMANGALA,S7 MURGESHPALYA, , ,893989025,10,25-06-2026,NA,NA,,GBA,22,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,HUBLI,SIRSI,DANDELI DIVISION,DANDELI SUB-DIVISION, , ,9406330333,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E13 HENNUR SDO, , ,1936881763,7,25-06-2026,NA,NA,,GBA,18,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C1 RAJAJINAGARA IIND  BLOCK , , ,252359840,4,25-06-2026,NA,NA,,GBA,18,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,INDIRANAGAR,E10 BENNIGNAHALLY, , ,5701788174,13,25-06-2026,NA,NA,,GBA,22,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C4 HEBBALA, , ,5351893249,7,25-06-2026,NA,NA,,GBA,26,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BRAZ,KOLAR,KOLAR,KOLAR URBAN, , ,5182379768,3,25-06-2026,NA,NA,,ULB,9,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,KADUR DIVISION,TARIKERE SUBDIVISION, , ,6466452995,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MANDYA O&M CIRCLE,MANDYA   DIVISION,MANDYA SUB DIVISION, , ,938226973,13,25-06-2026,NA,NA,,ULB,15,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,CHAMARAJANAGAR & KODAGU O&M CIRCLE,HUNSUR DIVISION,HUNSUR SUB DIVISION, , ,9095703723,2,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N5 SRS GATE, , ,3575995966,5,25-06-2026,NA,NA,,GBA,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E2 SHIVAJI NAGAR, , ,1605231537,5,25-06-2026,NA,NA,,GBA,21,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K1 KENGERI , , ,2529985812,2,24-06-2026,NA,NA,,RLB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,CHIKKAMAGALURU DIVISION,CHIKKMAGALURU URBAN SUBDIVISION, , ,8222274697,1,24-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,KADUR DIVISION,KADUR SUBDIVISION, , ,8899770608,1,24-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BAGALKOT,BAGALKOT,CITY SUB-DIVISION BAGALKOT, , ,8836930468,1,24-06-2026,2325,0,,ULB,2,LT-1,Eligible under G.O-2,Eligible under G.O-2
BESCOM,CTAZ,TUMKUR,MADHUGIRI,SIRA URBAN, , ,9309790197,1,24-06-2026,600,1,,ULB,1,LT-1,Eligible under G.O-1,Eligible under G.O-1
BESCOM,BRAZ,RAMANAGAR,CHANDAPURA,ANEKAL, , ,7218449582,1,25-06-2026,NA,NA,,ULB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S11 HSR LAYOUT, , ,1787949934,1,25-06-2026,NA,NA,,GBA,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,N9 SOLADEVANAHALLI, , ,2057919995,2,25-06-2026,NA,NA,,RLB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N5 SRS GATE, , ,2712935435,3,25-06-2026,NA,NA,,GBA,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K4 RR LAYOUT, , ,9899240109,1,25-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N7 KURUBARAHALLI, , ,5389650051,4,25-06-2026,NA,NA,,GBA,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K1 KENGERI , , ,8317963977,1,25-06-2026,NA,NA,,RLB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K4 RR LAYOUT, , ,5492754764,4,25-06-2026,NA,NA,,GBA,11,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S12 JP NAGAR, , ,4833581870,3,24-06-2026,NA,NA,,GBA,11,LT-1,New Registration & Service Pending,New Registration & Service Pending
